id,en,zh,repair,reason
子仲美意，贞娘子贤惠，备记于心。,"Your kindness, Zizhong, and Zhenniang's virtue are deeply appreciated by Bei.",子仲美意，贞娘子贤惠，备记于心。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
将军若有意，贞随兄长安排。,"If the general so desires, Zhen will follow her brother's arrangements.",将军若有意，贞随兄长安排。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
主公英明，我寻一个好时机，即可联姻,My lord is wise. I shall find the perfect opportunity for this marriage alliance.,主公英明，我寻一个好时机，即可联姻,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
豪族派忠诚+15，民心+10（“主公与糜氏亲近”传开）,"Noble Faction Loyalty +15, Public Support +10 (""Lord's close ties with the Mi family"" spreads)",豪族派忠诚+15，民心+10（“主公与糜氏亲近”传开）,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
温和拒绝，专注军务,"Politely decline, focus on military affairs",温和拒绝，专注军务,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
子仲好意，备感之，军务为重，亲事待后。,"I appreciate your kindness, Zizhong, but military affairs take precedence. The marriage can wait.",子仲好意，备感之，军务为重，亲事待后。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
主公志坚，竺敬之！,"My Lord's will is strong, I salute you!",主公志坚，竺敬之！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
将军真忙，贞白端酒了。,"The general is truly busy, Zhenbai brings you wine.",将军真忙，贞白端酒了。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
豪族派忠诚+10（糜竺仍全力支持）。,Noble Faction Loyalty +10 (Mi Zhu still fully supports).,豪族派忠诚+10（糜竺仍全力支持）。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
城外怪声闹人，我妹说‘饕餮也抢不了我的茶’，胆子不小！,"Strange noises outside the city are disturbing everyone, yet my sister dares to say, ""Even Taotie couldn't steal my tea!""—what nerve!",城外怪声闹人，我妹说‘饕餮也抢不了我的茶’，胆子不小！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘玄德乎？老夫隐居注经，不问俗务，今日何意？,Liu Xuande? This old man has retired to study the classics and cares not for worldly affairs. What brings you here today?,刘玄德乎？老夫隐居注经，不问俗务，今日何意？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
徐州新定，民心未稳，特请教先生。,"Xuzhou is newly pacified, yet the people's hearts remain unsettled. I humbly seek your counsel, esteemed sir.",徐州新定，民心未稳，特请教先生。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
教民以德，需明经义。《论语》云‘为政以德’，你如何解？,"To teach the people with virtue, one must understand the classics. The Analects say, ""To govern with virtue""—how do you interpret this?",教民以德，需明经义。《论语》云‘为政以德’，你如何解？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我愚钝，窃以为‘为政以德’，乃以仁德感化人心，使民自愿归附。如北辰居天，众星拱卫，非以威势强迫，乃以德行服人。,"Liu Bei, in his humble opinion, believes that ""governing with virtue"" means winning hearts through benevolence, making people willingly submit. Like the North Star in the heavens, surrounded by all other stars—not by force, but by moral example.",我愚钝，窃以为‘为政以德’，乃以仁德感化人心，使民自愿归附。如北辰居天，众星拱卫，非以威势强迫，乃以德行服人。,"Liu Bei, in his humble opinion, believes that ""governing with virtue"" means winning hearts through benevolence, making people willingly submit. Like the North Star in the heavens, surrounded by all other stars—not by force, but by moral example.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
我治徐州，欲施仁政，赈济贫困，礼贤下士，使士民同心，方能长治。,"I govern Xuzhou with benevolent policies, aiding the poor and honoring the worthy, so that scholars and commoners unite as one—only then can lasting peace be achieved.",我治徐州，欲施仁政，赈济贫困，礼贤下士，使士民同心，方能长治。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
嗯，仁德为本，服人以心，可矣。然言易行难，老夫愿与你问难一番，试你真意如何？,"Hmm, benevolence is the foundation, winning hearts is the way. Yet words are easy while deeds are hard. This old man would like to test your true intentions through some questioning.",嗯，仁德为本，服人以心，可矣。然言易行难，老夫愿与你问难一番，试你真意如何？,"Hmm, benevolence is the foundation, winning hearts is the way. Yet words are easy while deeds are hard. This old man would like to test your true intentions through some questioning.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
先生教诲，备洗耳恭听。,"I humbly await your teachings, my mentor.",先生教诲，备洗耳恭听。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
在大儒辩经中获得8000得分即可获得郑玄的点拨,Score 8000 points in the Scholar Debate to receive Zheng Xuan's guidance.,在大儒辩经中获得8000得分即可获得郑玄的点拨,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
此乃老夫手录《论语》要义，士人若见，可知你重德。,This is my handwritten summary of the Analects' essence. Any scholar who sees it will know you value virtue.,此乃老夫手录《论语》要义，士人若见，可知你重德。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
《礼记》言‘礼者，民之纪’，玄德以为如何？,"The Book of Rites states, 'Rites are the discipline of the people.' What does Xuande think of this?",《礼记》言‘礼者，民之纪’，玄德以为如何？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
在大儒辩经中获得10000得分即可获得郑玄的点拨,"Score 10,000 points in the Great Scholars' Debate to receive Zheng Xuan's guidance.",在大儒辩经中获得10000得分即可获得郑玄的点拨,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
后生，礼学可传！,"Young one, the rites can be passed on!",后生，礼学可传！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
玄德，《周礼》言官制治国，你有何见？,"Xuande, the Rites of Zhou speaks of governing through official systems. What are your thoughts?",玄德，《周礼》言官制治国，你有何见？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
在大儒辩经中获得12000得分即可获得郑玄的点拨,"Score 12,000 points in the Great Scholars' Debate to receive Zheng Xuan's guidance.",在大儒辩经中获得12000得分即可获得郑玄的点拨,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
老夫注经半生，党锢散我众多有能弟子，今见你志，或可续儒道。玄德，你治徐州，当以仁为本，以礼为纲，切勿忘‘民为邦本’之理。,"In my twilight years of annotating classics, the Partisan Proscriptions scattered my many capable disciples. Seeing your aspirations today, perhaps you can carry on the Confucian Way. Xuande, in governing Xuzhou, take benevolence as your foundation and rites as your guiding principle—never forget that the people are the root of the state.",老夫注经半生，党锢散我众多有能弟子，今见你志，或可续儒道。玄德，你治徐州，当以仁为本，以礼为纲，切勿忘‘民为邦本’之理。,"In my twilight years of annotating classics, the Partisan Proscriptions scattered my many capable disciples. Seeing your aspirations today, perhaps you can carry on the Confucian Way. Xuande, in governing Xuzhou, take benevolence as your foundation and rites as your guiding principle—never forget that the people are the root of the state.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
先生教诲，备铭记于心。先生注经，泽被后世，备虽不才，愿效法先生，行仁义之道。,"Your teachings are deeply engraved in my heart. Your annotations on the classics will benefit generations to come. Though I am unworthy, I aspire to follow your example and walk the path of benevolence and righteousness.",先生教诲，备铭记于心。先生注经，泽被后世，备虽不才，愿效法先生，行仁义之道。,"Your teachings are deeply engraved in my heart. Your annotations on the classics will benefit generations to come. Though I am unworthy, I aspire to follow your example and walk the path of benevolence and righteousness.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
好……好……玄德有此心，吾心足矣。唉，注经日久，老夫倦了……,"Good... good... With such intentions from Xuande, my heart is at ease. Alas, after years of annotating scriptures, this old man is weary...",好……好……玄德有此心，吾心足矣。唉，注经日久，老夫倦了……,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘大人，老师近日注经太过劳累，时常如此。请大人先行离去，老师醒后再议不迟。,"Lord Liu, the teacher has been exhausted from annotating the scriptures lately and often falls asleep like this. Please take your leave for now, and we can discuss matters after he wakes.",刘大人，老师近日注经太过劳累，时常如此。请大人先行离去，老师醒后再议不迟。,"Lord Liu, the teacher has been exhausted from annotating the scriptures lately and often falls asleep like this. Please take your leave for now, and we can discuss matters after he wakes.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
刘大人，老师已于日前远行，临行前特意吩咐，若大人再来，便由我代为辩经。老师还留下一卷残稿，嘱我交予大人，望大人珍之。,"Lord Liu, our master has recently departed on a long journey. Before leaving, he specifically instructed that if you were to visit again, I should engage in scriptural debate on his behalf. The master also left behind an incomplete manuscript scroll, which he entrusted to me to deliver to you. He hopes you will treasure it.",刘大人，老师已于日前远行，临行前特意吩咐，若大人再来，便由我代为辩经。老师还留下一卷残稿，嘱我交予大人，望大人珍之。,"Lord Liu, our master has recently departed on a long journey. Before leaving, he specifically instructed that if you were to visit again, I should engage in scriptural debate on his behalf. The master also left behind an incomplete manuscript scroll, which he entrusted to me to deliver to you. He hopes you will treasure it.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
今日辩经，真是受益匪浅……学问之道，点到即止，我该留些时间给这些学者静思了。,Today's debate on scriptures was truly enlightening... The path of learning should be measured - I should leave these scholars some time for quiet contemplation.,今日辩经，真是受益匪浅……学问之道，点到即止，我该留些时间给这些学者静思了。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
你在徐州街头花钱买了一则秘闻。陈登与糜竺虽表面和睦，内心却各有打算。,"You purchased a secret rumor on the streets of Xuzhou. Though Chen Deng and Mi Zhu appear harmonious on the surface, each harbors their own hidden agenda.",你在徐州街头花钱买了一则秘闻。陈登与糜竺虽表面和睦，内心却各有打算。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
昨晚，有人见陈登独坐书房，低声自语；,"Last night, someone saw Chen Deng sitting alone in his study, murmuring to himself;",昨晚，有人见陈登独坐书房，低声自语；,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
有人见 糜竺则在庭院徘徊，月下沉吟。,"Someone saw Mi Zhu pacing in the courtyard, murmuring under the moonlight.",有人见 糜竺则在庭院徘徊，月下沉吟。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘备根据血姬指引，前往郊外糜氏豪宅。豪宅荒凉阴森，空气中弥漫着浓重的血腥味。刘备推门而入，屋内昏暗,"Liu Bei followed Blood Maiden's guidance to the Mi family's desolate mansion in the outskirts. The eerie estate was shrouded in gloom, thick with the stench of blood. Pushing open the creaking door, he stepped into the dimly lit interior.",刘备根据血姬指引，前往郊外糜氏豪宅。豪宅荒凉阴森，空气中弥漫着浓重的血腥味。刘备推门而入，屋内昏暗,"Liu Bei followed Blood Maiden's guidance to the Mi family's desolate mansion in the outskirts. The eerie estate was shrouded in gloom, thick with the stench of blood. Pushing open the creaking door, he stepped into the dimly lit interior.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
此地邪气甚重，果真藏着糜家的秘密！,This place reeks of evil energy—it must be hiding the Mi family's secret!,此地邪气甚重，果真藏着糜家的秘密！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
哪里似乎有谁，糜贞！？我需要跟她好好谈谈...,"There seems to be someone there, Mi Zhen!? I need to have a good talk with her...",哪里似乎有谁，糜贞！？我需要跟她好好谈谈...,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘将军，你来了……你真的来了！你知道吗？我一直在等你……等你来杀我！或者……我杀了你！嘻嘻！,"General Liu, you've come... you've really come! Do you know? I've been waiting for you... waiting for you to kill me! Or... for me to kill you! Hehe!",刘将军，你来了……你真的来了！你知道吗？我一直在等你……等你来杀我！或者……我杀了你！嘻嘻！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我从小浸染商贾之道，你的士兵已被我布下的金符禁锢，动弹不得！拿出你的金币，陪我赌命吧，嘻嘻！,"Since childhood, I've been steeped in the ways of commerce. Your soldiers are now trapped by my golden talismans, unable to move! Bring forth your gold coins and gamble your life with me, hehe!",我从小浸染商贾之道，你的士兵已被我布下的金符禁锢，动弹不得！拿出你的金币，陪我赌命吧，嘻嘻！,"Since childhood, I've been steeped in the ways of commerce. Your soldiers are now trapped by my golden talismans, unable to move! Bring forth your gold coins and gamble your life with me, hehe!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
本战禁用士兵资源，请合理使用金币对抗血姬。尽可能多的完成游戏,This battle restricts troop resources. Use Coins wisely to counter Blood Princess. Complete as much of the game as possible.,本战禁用士兵资源，请合理使用金币对抗血姬。尽可能多的完成游戏,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我……我不是她！我只是个陪衬……一个被利用的可怜虫！,I... I'm not her! I'm just a foil... a poor wretch being used!,我……我不是她！我只是个陪衬……一个被利用的可怜虫！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我本是山野孤女，十年前被人掳走，他们用邪术改造我，逼我饮人血维生，只为让我幻化别人的模样……后来，糜竺从黑市买下并收留我，用我扮演他的“妹妹”糜贞！,"I was once a lone mountain girl, until I was kidnapped ten years ago. They used dark arts to transform me, forcing me to drink human blood to survive—all just to make me take on others' forms... Later, Mi Zhu bought me from the black market and took me in, using me to impersonate his ""sister,"" Mi Zhen!",我本是山野孤女，十年前被人掳走，他们用邪术改造我，逼我饮人血维生，只为让我幻化别人的模样……后来，糜竺从黑市买下并收留我，用我扮演他的“妹妹”糜贞！,"I was once a lone mountain girl, until I was kidnapped ten years ago. They used dark arts to transform me, forcing me to drink human blood to survive—all just to make me take on others' forms... Later, Mi Zhu bought me from the black market and took me in, using me to impersonate his ""sister,"" Mi Zhen!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
这些下人，都是我害的！我不愿杀人，可若不饮血，我便会枯萎而死，痛苦不堪……况且……他们的血，滋味真不错！嘿嘿嘿,"These servants... it's all my fault! I don't want to kill, but if I don't drink blood, I'll wither away in agony... Besides... their blood tastes so delicious! Hehehe...",这些下人，都是我害的！我不愿杀人，可若不饮血，我便会枯萎而死，痛苦不堪……况且……他们的血，滋味真不错！嘿嘿嘿,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
糜竺为何如此对你？既已收留你，也把你也认作了妹妹，相伴多年，他为何不寻法医治你，反而让你受此折磨？,"Why did Mi Zhu treat you like this? He took you in and even acknowledged you as his younger sister. After all these years together, why didn't he seek treatment for you but instead let you suffer like this?",糜竺为何如此对你？既已收留你，也把你也认作了妹妹，相伴多年，他为何不寻法医治你，反而让你受此折磨？,"Why did Mi Zhu treat you like this? He took you in and even acknowledged you as his younger sister. After all these years together, why didn't he seek treatment for you but instead let you suffer like this?",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
医治我？糜竺只是需要一个“妹妹”来联姻，讨好徐州的主人……他买下我时，我已被改造，他不过是各取所需——我需要人血苟活，他需要一个傀儡！若联姻对象不佳，我便替“糜贞”去承受一切，反正我已经是个活不长的人……,"Heal me? Mi Zhu just needed a 'sister' for a political marriage to please the lord of Xuzhou... When he bought me, I was already altered—he merely took what he needed. I require human blood to survive, and he needed a puppet! If the marriage prospect is unfavorable, I'll bear all the suffering in place of 'Mi Zhen'—after all, I'm already someone who won't live long...",医治我？糜竺只是需要一个“妹妹”来联姻，讨好徐州的主人……他买下我时，我已被改造，他不过是各取所需——我需要人血苟活，他需要一个傀儡！若联姻对象不佳，我便替“糜贞”去承受一切，反正我已经是个活不长的人……,"Heal me? Mi Zhu just needed a 'sister' for a political marriage to please the lord of Xuzhou... When he bought me, I was already altered—he merely took what he needed. I require human blood to survive, and he needed a puppet! If the marriage prospect is unfavorable, I'll bear all the suffering in place of 'Mi Zhen'—after all, I'm already someone who won't live long...",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
确实，你身世悲惨，我同情你。但你嗜血成性，滥杀无辜，法不能饶！若你能悔改，随我回去认罪，我可将你关押，寻法医治你。,"Indeed, your tragic past moves me to pity. But your bloodthirsty nature and wanton slaughter of innocents cannot be excused by law! If you repent and surrender to face justice, I may have you imprisoned and seek medical treatment for your condition.",确实，你身世悲惨，我同情你。但你嗜血成性，滥杀无辜，法不能饶！若你能悔改，随我回去认罪，我可将你关押，寻法医治你。,"Indeed, your tragic past moves me to pity. But your bloodthirsty nature and wanton slaughter of innocents cannot be excused by law! If you repent and surrender to face justice, I may have you imprisoned and seek medical treatment for your condition.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
医治我？来不及了..悔意？你让我怎么悔？我有什么错！是他们逼我的！是他们让我变成这样的！既然你如此仁义，那就去死吧！我得吸你的血活下来！,"Heal me? Too late... Regret? How can I regret? What did I do wrong?! They forced me! They made me this way! Since you're so righteous, then die! I'll drink your blood to survive!",医治我？来不及了..悔意？你让我怎么悔？我有什么错！是他们逼我的！是他们让我变成这样的！既然你如此仁义，那就去死吧！我得吸你的血活下来！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
谢……将军……让我能够解脱,Thank you... General... for setting me free.,谢……将军……让我能够解脱,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
（她化作一团血雾，最终凝成一个巴掌大的傀儡娃娃，娃娃面容酷似血姬，带着病娇的诡笑。娃娃随既被刘备拾起）,"(She transformed into a crimson mist, eventually condensing into a palm-sized puppet doll with features eerily resembling Blood Princess, bearing a twisted, yandere-like smirk. The doll was promptly picked up by Liu Bei.)",（她化作一团血雾，最终凝成一个巴掌大的傀儡娃娃，娃娃面容酷似血姬，带着病娇的诡笑。娃娃随既被刘备拾起）,"(She transformed into a crimson mist, eventually condensing into a palm-sized puppet doll with features eerily resembling Blood Princess, bearing a twisted, yandere-like smirk. The doll was promptly picked up by Liu Bei.)",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
将军，陪你的糜贞……到底是不是我？嘻嘻……你猜呀……我会化作傀儡永远陪着你……永远……,"General, will you accompany your Mi Zhen... or is it really me? Hehe... guess what... I'll turn into a puppet to stay with you forever... forever...",将军，陪你的糜贞……到底是不是我？嘻嘻……你猜呀……我会化作傀儡永远陪着你……永远……,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"说罢，一切天旋地转，刘备昏了过去...待刘备醒来，一切似乎没有发生过，糜家的府邸已经消失不见,但他手中多出了个娃娃","With that, everything spun around, and Liu Bei fainted... When he awoke, it was as if nothing had happened—the Mi family's manor had vanished without a trace, but in his hand, he now held a small doll.","说罢，一切天旋地转，刘备昏了过去...待刘备醒来，一切似乎没有发生过，糜家的府邸已经消失不见,但他手中多出了个娃娃","With that, everything spun around, and Liu Bei fainted... When he awoke, it was as if nothing had happened—the Mi family's manor had vanished without a trace, but in his hand, he now held a small doll.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
(究竟为何，我得从糜竺哪里得知真相！),(Why on earth must I learn the truth from Mi Zhu!),(究竟为何，我得从糜竺哪里得知真相！),【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我赢了……可我还是输了……将军你永远不会知道……陪你的糜贞，到底是不是我……嘻嘻……,"I won... yet I still lost... General, you'll never know... whether the Mi Zhen by your side was truly me... hehe...",我赢了……可我还是输了……将军你永远不会知道……陪你的糜贞，到底是不是我……嘻嘻……,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
（她挥出致命一击，刘备眼前一黑，昏迷倒地。）,"(She delivers a fatal blow, and Liu Bei's vision goes dark as he collapses unconscious.)",（她挥出致命一击，刘备眼前一黑，昏迷倒地。）,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
（刘备醒来时，已在郊外林间，豪宅踪迹全无，血姬消失无踪。）,"(When Liu Bei awoke, he found himself in a forest outside the city, with no trace of the grand mansion or Xue Ji.)",（刘备醒来时，已在郊外林间，豪宅踪迹全无，血姬消失无踪。）,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
(究竟为何，我得从糜竺哪里得知真相！),(Why on earth must I learn the truth from Mi Zhu!),(究竟为何，我得从糜竺哪里得知真相！),【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘备根据陈登提供的线索，独自前往徐州城外乱葬岗。夜色深沉，墓地雾气弥漫，空气中弥漫着腐臭与血腥的气息，远处传来低沉的呜咽声，似鬼哭狼嚎。地上散落着破碎的墓碑，陶谦的墓碑赫然在列，但墓穴已被挖开，棺椁空空如也。突然，一股阴风袭来，刘备感到一阵晕眩，眼前一黑，昏迷过去。,"Following the clues provided by Chen Deng, Liu Bei ventured alone to the mass graves outside Xuzhou. The night was pitch-black, with a thick mist shrouding the graveyard. The air reeked of decay and blood, while distant, mournful wails echoed like the howls of ghosts and wolves. Shattered tombstones littered the ground, among which Tao Qian's stood out—his grave had been dug open, the coffin empty. Suddenly, a chilling gust swept through, and Liu Bei felt a wave of dizziness before darkness overtook him, rendering him unconscious.",刘备根据陈登提供的线索，独自前往徐州城外乱葬岗。夜色深沉，墓地雾气弥漫，空气中弥漫着腐臭与血腥的气息，远处传来低沉的呜咽声，似鬼哭狼嚎。地上散落着破碎的墓碑，陶谦的墓碑赫然在列，但墓穴已被挖开，棺椁空空如也。突然，一股阴风袭来，刘备感到一阵晕眩，眼前一黑，昏迷过去。,"Following the clues provided by Chen Deng, Liu Bei ventured alone to the mass graves outside Xuzhou. The night was pitch-black, with a thick mist shrouding the graveyard. The air reeked of decay and blood, while distant, mournful wails echoed like the howls of ghosts and wolves. Shattered tombstones littered the ground, among which Tao Qian's stood out—his grave had been dug open, the coffin empty. Suddenly, a chilling gust swept through, and Liu Bei felt a wave of dizziness before darkness overtook him, rendering him unconscious.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
刘备昏迷后，似乎进入一片诡异的幻境。周围是无尽的黑暗，远处浮现一道身影——陶谦，昔日徐州之主。,"After falling unconscious, Liu Bei seemed to enter a strange illusion. Endless darkness surrounded him, and in the distance emerged a figure—Tao Qian, the former ruler of Xuzhou.",刘备昏迷后，似乎进入一片诡异的幻境。周围是无尽的黑暗，远处浮现一道身影——陶谦，昔日徐州之主。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘备……你夺我徐州，害我儿无立足之地！今日，我要你偿命！,"Liu Bei... You seized my Xuzhou and left my son with no place to stand! Today, you shall pay with your life!",刘备……你夺我徐州，害我儿无立足之地！今日，我要你偿命！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我已是入土之人，金钱对我无用！拿出你的真本事吧，证明你堪当徐州之主，否则……魂归此地，永不超生！,"I am already a dead man, Coins means nothing to me! Show me your true worth—prove you are worthy to rule Xuzhou, or else... your soul shall remain here, never to find peace!",我已是入土之人，金钱对我无用！拿出你的真本事吧，证明你堪当徐州之主，否则……魂归此地，永不超生！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我儿无能，但徐州怎可落入你手！刘备，受死！,"My son may be incompetent, but how could Xuzhou fall into your hands? Liu Bei, prepare to die!",我儿无能，但徐州怎可落入你手！刘备，受死！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
陶谦，备敬你昔日仁德，然你既为祸，备必除你，以护徐州！,"Tao Qian, I respect your past benevolence, but since you have become a scourge, I must eliminate you to protect Xuzhou!",陶谦，备敬你昔日仁德，然你既为祸，备必除你，以护徐州！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
（陶谦的尸身逐渐崩解，化作一团黑雾消散，刘备清醒过来，发现自己躺在陶谦棺材旁，陶谦的尸体已经重新回到棺材，并且没有任何生机的迹象，不过刘备的手中多了一块血信。）,"(Tao Qian's corpse gradually disintegrates, dissipating into a dark mist. Liu Bei regains consciousness and finds himself lying beside Tao Qian's coffin. The corpse has returned to the coffin, showing no signs of life. However, Liu Bei now holds a blood-stained letter in his hand.)",（陶谦的尸身逐渐崩解，化作一团黑雾消散，刘备清醒过来，发现自己躺在陶谦棺材旁，陶谦的尸体已经重新回到棺材，并且没有任何生机的迹象，不过刘备的手中多了一块血信。）,"(Tao Qian's corpse gradually disintegrates, dissipating into a dark mist. Liu Bei regains consciousness and finds himself lying beside Tao Qian's coffin. The corpse has returned to the coffin, showing no signs of life. However, Liu Bei now holds a blood-stained letter in his hand.)",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
吾知儿不肖，难守徐州，士族必取其性命。玄德若觉吾儿不可辅，便取而代之，唯求善待吾儿……,"I know my son is unworthy and cannot hold Xuzhou—the literati clans will surely take it from him. If Xuande finds my son unfit to assist, then take his place yourself. I only ask that you treat my son with kindness...",吾知儿不肖，难守徐州，士族必取其性命。玄德若觉吾儿不可辅，便取而代之，唯求善待吾儿……,"I know my son is unworthy and cannot hold Xuzhou—the literati clans will surely take it from him. If Xuande finds my son unfit to assist, then take his place yourself. I only ask that you treat my son with kindness...",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
陶谦，你放心，备定护你儿周全，徐州亦将安稳。,"Tao Qian, rest assured, I, Bei, will protect your son with my life, and Xuzhou shall remain safe and secure.",陶谦，你放心，备定护你儿周全，徐州亦将安稳。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
(此地异动已解，需回禀陈登。),(The disturbance here has been resolved. Need to report back to Chen Deng.),(此地异动已解，需回禀陈登。),【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘备，你就这个本事？那你不配为徐州之主！,"Liu Bei, is that all you've got? Then you're not worthy to be the ruler of Xuzhou!",刘备，你就这个本事？那你不配为徐州之主！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
