id,zh,ja,repair,reson
陶氏乃陶公血脉，备誓保其周全！我绝不能让他们做诱饵，亲兵随我，冲上街去，擒张阎，平民怨！,陶氏乃陶公血脉，备誓保其周全！我绝不能让他们做诱饵，亲兵随我，冲上街去，擒张阎，平民怨！,陶氏は陶公の血筋、私は必ず彼らを守り抜く！決して囮にはさせぬ！親衛隊よ、我と共に街へ突撃し、張閻を捕らえ、民の怨みを晴らすぞ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
（百姓见刘备不献陶氏，怒吼：“刺史护罪人！”张阎未现身，似提前得消息，骨头祭坛上的骨棒亦被人取走，蛊言仍在人群中流传。）,（百姓见刘备不献陶氏，怒吼：“刺史护罪人！”张阎未现身，似提前得消息，骨头祭坛上的骨棒亦被人取走，蛊言仍在人群中流传。）,（民衆は劉備が陶氏を差し出さないのを見て怒号した：「刺史が罪人をかばう！」張閻は姿を現さず、事前に情報を得ていたようで、骨の祭壇上の骨棒も持ち去られ、呪いの言葉はなおも人々の間に広まっていた。）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
饕餮饥渴，陶氏不死，徐州必亡！,饕餮饥渴，陶氏不死，徐州必亡！,饕餮の飢え、陶氏の不死、徐州必ず滅ぶ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
莫听妖言，速寻张阎，勿使其再惑众！,莫听妖言，速寻张阎，勿使其再惑众！,妖言に惑わされるな、急いで張閻を探し出し、再び民衆を惑わさせぬようにせよ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
（亲兵四散搜捕，张阎未现身，民怨沸腾，喊声震天，骨棒踪迹全无。）,（亲兵四散搜捕，张阎未现身，民怨沸腾，喊声震天，骨棒踪迹全无。）,（親衛隊が散り散りになって捜索するが、張閻は姿を現さず、民衆の怒りは沸騰し、叫び声は天を震わせ、骨の棒の痕跡はまったく見つからない。）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
张阎提前得消息未现身，骨棒消失，民心-20，后续追杀结果待府邸回报。,张阎提前得消息未现身，骨棒消失，民心-20，后续追杀结果待府邸回报。,張閻は事前に情報を得て姿を現さず、骨棒は消え、民心-20。追跡の結果は府邸からの報告待ち。,張閻は事前に情報を得て姿を現さず、骨棒は消え、民心-20。追跡の結果は府邸からの報告待ち。,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
竺筹粮万石，主公粮草有我，不过此刻要事相商！贞儿，端酒来！,竺筹粮万石，主公粮草有我，不过此刻要事相商！贞儿，端酒来！,竺、糧万石を調達いたしました。主公の糧草は私に任せてください。しかし今は大事な相談がございます！貞児、酒を持って参れ！,竺、糧万石を調達いたしました。主公の糧草は私に任せてください。しかし今は大事な相談がございます！貞児、酒を持って参れ！,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
糜贞端酒入内，羞涩说道,糜贞端酒入内，羞涩说道,糜貞が酒を持って入ってきて、恥ずかしそうに言った,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
将军，贞敬您一盏，祝徐州安稳。,将军，贞敬您一盏，祝徐州安稳。,将軍、謹んで一杯献上いたします。徐州の安泰を祈りましょう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，若将来与贞儿结亲，你我共力，徐州可定，主公可愿一思？,主公，若将来与贞儿结亲，你我共力，徐州可定，主公可愿一思？,主君、もし将来貞児と縁組なされば、我ら共に力を合わせて徐州を平定できます。この件、ご一考願えませんか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
不拒绝，留余地,不拒绝，留余地,拒まず、余地を残す,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
子仲美意，贞娘子贤惠，备记于心。,子仲美意，贞娘子贤惠，备记于心。,子仲殿の厚意、貞娘子の賢さ、備は心に刻みました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
将军若有意，贞随兄长安排。,将军若有意，贞随兄长安排。,将軍のご意向に従い、貞は兄上のご指示に従います。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公英明，我寻一个好时机，即可联姻,主公英明，我寻一个好时机，即可联姻,主公英明、良い機会を見計らって縁組を進めましょう,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
豪族派忠诚+15，民心+10（“主公与糜氏亲近”传开）,豪族派忠诚+15，民心+10（“主公与糜氏亲近”传开）,豪族派の忠誠+15、民心+10（「主君が糜氏と親密である」と噂が広まる）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
温和拒绝，专注军务,温和拒绝，专注军务,穏やかに断り、軍務に専念,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
子仲好意，备感之，军务为重，亲事待后。,子仲好意，备感之，军务为重，亲事待后。,子仲殿の厚意、備は感謝する。軍務が優先、婚礼は後日にしよう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公志坚，竺敬之！,主公志坚，竺敬之！,主君の志、竺敬す！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
将军真忙，贞白端酒了。,将军真忙，贞白端酒了。,将軍は本当にお忙しいですね、貞白が酒を注ぎました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
豪族派忠诚+10（糜竺仍全力支持）。,豪族派忠诚+10（糜竺仍全力支持）。,豪族派の忠誠+10（糜竺は引き続き全力で支援する）。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
城外怪声闹人，我妹说‘饕餮也抢不了我的茶’，胆子不小！,城外怪声闹人，我妹说‘饕餮也抢不了我的茶’，胆子不小！,城外で怪しい音がうるさくて、妹が「饕餮（とうてつ）でも私のお茶は奪えないわ」なんて言ってる。度胸があるな！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘玄德乎？老夫隐居注经，不问俗务，今日何意？,刘玄德乎？老夫隐居注经，不问俗务，今日何意？,劉玄徳か？老夫は隠居して経典に注釈を加え、俗事には関わらぬが、今日は何の用か？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
徐州新定，民心未稳，特请教先生。,徐州新定，民心未稳，特请教先生。,徐州は新たに平定されたばかりで、民心はまだ安定していません。先生のご教示を賜りたく存じます。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
教民以德，需明经义。《论语》云‘为政以德’，你如何解？,教民以德，需明经义。《论语》云‘为政以德’，你如何解？,民に徳を教えるには、経義を明らかにする必要がある。「論語」に「政を為すに徳を以てす」とあるが、これをどう解するか？,民に徳を教えるには、経義を明らかにする必要がある。「論語」に「政を為すに徳を以てす」とあるが、これをどう解するか？,；原译评分8/10；日语玩家感受：基本自然，只会注意到少量格式或用词问题。
我愚钝，窃以为‘为政以德’，乃以仁德感化人心，使民自愿归附。如北辰居天，众星拱卫，非以威势强迫，乃以德行服人。,我愚钝，窃以为‘为政以德’，乃以仁德感化人心，使民自愿归附。如北辰居天，众星拱卫，非以威势强迫，乃以德行服人。,劉備は愚かにも、「政治は徳をもって行う」と考え、仁徳で人心を感化し、民が自ら帰順するようにと願いました。北辰が天に居て、衆星がこれを取り囲むように、威勢で強いるのではなく、徳行をもって人を服させるのです。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我治徐州，欲施仁政，赈济贫困，礼贤下士，使士民同心，方能长治。,我治徐州，欲施仁政，赈济贫困，礼贤下士，使士民同心，方能长治。,徐州を治めるにあたり、仁政を施し、貧困を救済し、賢者を礼遇し、士民の心を一つにし、長きにわたる安定を図りたい。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
嗯，仁德为本，服人以心，可矣。然言易行难，老夫愿与你问难一番，试你真意如何？,嗯，仁德为本，服人以心，可矣。然言易行难，老夫愿与你问难一番，试你真意如何？,ふむ、仁徳を以て本とし、心で人を服させる、それでよい。しかし言うは易く行うは難し、老夫はお前に問いを投げかけ、真意を試してみたいものだ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
先生教诲，备洗耳恭听。,先生教诲，备洗耳恭听。,先生のご教示、備は謹んで拝聴いたします。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
在大儒辩经中获得8000得分即可获得郑玄的点拨,在大儒辩经中获得8000得分即可获得郑玄的点拨,大儒の論争で8000点を獲得すると鄭玄の指導を得られます,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
此乃老夫手录《论语》要义，士人若见，可知你重德。,此乃老夫手录《论语》要义，士人若见，可知你重德。,これは老夫が手書きした「論語」の要義なり。士人これを見れば、汝が徳を重んずるを知るべし。,これは老夫が手書きした「論語」の要義なり。士人これを見れば、汝が徳を重んずるを知るべし。,；原译评分8/10；日语玩家感受：基本自然，只会注意到少量格式或用词问题。
《礼记》言‘礼者，民之纪’，玄德以为如何？,《礼记》言‘礼者，民之纪’，玄德以为如何？,「礼記」に「礼は民の紀なり」とあるが、玄徳はどう思う？,「礼記」に「礼は民の紀なり」とあるが、玄徳はどう思う？,；原译评分8/10；日语玩家感受：基本自然，只会注意到少量格式或用词问题。
在大儒辩经中获得10000得分即可获得郑玄的点拨,在大儒辩经中获得10000得分即可获得郑玄的点拨,大儒の論争で10000点を獲得すると、鄭玄の指導を得られます,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
后生，礼学可传！,后生，礼学可传！,後進よ、礼学を伝えよ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
玄德，《周礼》言官制治国，你有何见？,玄德，《周礼》言官制治国，你有何见？,玄徳、「周礼」には官制による治国が記されているが、君はどう思う？,玄徳、「周礼」には官制による治国が記されているが、君はどう思う？,；原译评分8/10；日语玩家感受：基本自然，只会注意到少量格式或用词问题。
在大儒辩经中获得12000得分即可获得郑玄的点拨,在大儒辩经中获得12000得分即可获得郑玄的点拨,大儒の論争で12000点を獲得すると、鄭玄の指導を得られます,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
老夫注经半生，党锢散我众多有能弟子，今见你志，或可续儒道。玄德，你治徐州，当以仁为本，以礼为纲，切勿忘‘民为邦本’之理。,老夫注经半生，党锢散我众多有能弟子，今见你志，或可续儒道。玄德，你治徐州，当以仁为本，以礼为纲，切勿忘‘民为邦本’之理。,老朽は半生を経書の注釈に費やし、党錮の禍で多くの有能な弟子を失った。今、汝の志を見るに、儒道を継ぐ者たり得よう。玄德よ、徐州を治めるにあたり、仁を本とし、礼を綱とせよ。「民は邦の本なり」の理を決して忘れるな。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
先生教诲，备铭记于心。先生注经，泽被后世，备虽不才，愿效法先生，行仁义之道。,先生教诲，备铭记于心。先生注经，泽被后世，备虽不才，愿效法先生，行仁义之道。,先生のご教え、備は心に刻みます。先生の経典への注釈は後世に恩恵をもたらし、備は不肖ながらも先生に倣い、仁義の道を行いたいと存じます。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好……好……玄德有此心，吾心足矣。唉，注经日久，老夫倦了……,好……好……玄德有此心，吾心足矣。唉，注经日久，老夫倦了……,ははは……よかろう、よかろう。玄徳にその心があれば、この私も満足じゃ。ふう……注釈を書き続けて長い年月、老いぼれは疲れたわい……,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘大人，老师近日注经太过劳累，时常如此。请大人先行离去，老师醒后再议不迟。,刘大人，老师近日注经太过劳累，时常如此。请大人先行离去，老师醒后再议不迟。,劉様、先生は近頃経典の注釈に疲れ、よくこうなさいます。どうか先にお引き取りください、先生がお目覚めになってからまたご相談なさればよろしいかと。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘大人，老师已于日前远行，临行前特意吩咐，若大人再来，便由我代为辩经。老师还留下一卷残稿，嘱我交予大人，望大人珍之。,刘大人，老师已于日前远行，临行前特意吩咐，若大人再来，便由我代为辩经。老师还留下一卷残稿，嘱我交予大人，望大人珍之。,劉様、師は先日遠方へ旅立ちましたが、出発前に「もし劉様が再び訪ねてこられたら、私が代わりに経典の議論を務めるように」と特に申し付けました。また、師は一卷の未完の草稿を残し、「劉様に渡すように、大切にしてほしい」と伝えておりました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
今日辩经，真是受益匪浅……学问之道，点到即止，我该留些时间给这些学者静思了。,今日辩经，真是受益匪浅……学问之道，点到即止，我该留些时间给这些学者静思了。,今日の論議は、本当に得るものが多かった……学問の道は、ほどほどにしておくべきだ。そろそろ学者たちに静かに思索する時間を与えよう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
你在徐州街头花钱买了一则秘闻。陈登与糜竺虽表面和睦，内心却各有打算。,你在徐州街头花钱买了一则秘闻。陈登与糜竺虽表面和睦，内心却各有打算。,徐州の街で銭を払って秘密の情報を手に入れた。陳登と糜竺は表面上は仲良くしているが、内心ではそれぞれ別の考えを持っている。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
昨晚，有人见陈登独坐书房，低声自语；,昨晚，有人见陈登独坐书房，低声自语；,昨夜、陳登が書斎に一人座り、小声で独り言を言っていたと目撃された。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
有人见 糜竺则在庭院徘徊，月下沉吟。,有人见 糜竺则在庭院徘徊，月下沉吟。,庭園を歩き回り、月下でつぶやく糜竺の姿を見かけた。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备根据血姬指引，前往郊外糜氏豪宅。豪宅荒凉阴森，空气中弥漫着浓重的血腥味。刘备推门而入，屋内昏暗,刘备根据血姬指引，前往郊外糜氏豪宅。豪宅荒凉阴森，空气中弥漫着浓重的血腥味。刘备推门而入，屋内昏暗,劉備は血姫の導きに従い、郊外の糜氏の豪邸へ向かった。豪邸は荒れ果てて陰気で、空気には重い血の匂いが漂っていた。劉備が扉を押し開けると、屋内は薄暗かった。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
此地邪气甚重，果真藏着糜家的秘密！,此地邪气甚重，果真藏着糜家的秘密！,この地は邪気が非常に強い、やはり糜家の秘密が隠されている！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
哪里似乎有谁，糜贞！？我需要跟她好好谈谈...,哪里似乎有谁，糜贞！？我需要跟她好好谈谈...,どこかに誰かいるようだ、糜貞！？彼女としっかり話さなければ…,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘将军，你来了……你真的来了！你知道吗？我一直在等你……等你来杀我！或者……我杀了你！嘻嘻！,刘将军，你来了……你真的来了！你知道吗？我一直在等你……等你来杀我！或者……我杀了你！嘻嘻！,劉将軍、来たね……本当に来たんだね！知ってる？私はずっと待ってた……あなたが私を殺しに来るのを待ってたの！それとも……私があなたを殺すの！ふふっ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我从小浸染商贾之道，你的士兵已被我布下的金符禁锢，动弹不得！拿出你的金币，陪我赌命吧，嘻嘻！,我从小浸染商贾之道，你的士兵已被我布下的金符禁锢，动弹不得！拿出你的金币，陪我赌命吧，嘻嘻！,幼い頃から商売の道に慣れ親しんできたわ。あなたの兵士たちは私の仕掛けた金の符に縛られ、身動きもできないわ！さあ、金貨を出して、命懸けの賭けに付き合いなさい、ふふっ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
本战禁用士兵资源，请合理使用金币对抗血姬。尽可能多的完成游戏,本战禁用士兵资源，请合理使用金币对抗血姬。尽可能多的完成游戏,本戦では兵士資源が使用禁止です。金貨を有効活用して血姫に対抗してください。できるだけ多くのゲームをクリアしましょう,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我……我不是她！我只是个陪衬……一个被利用的可怜虫！,我……我不是她！我只是个陪衬……一个被利用的可怜虫！,私……私は彼女じゃない！ただの引き立て役……利用された哀れな虫けらだ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我本是山野孤女，十年前被人掳走，他们用邪术改造我，逼我饮人血维生，只为让我幻化别人的模样……后来，糜竺从黑市买下并收留我，用我扮演他的“妹妹”糜贞！,我本是山野孤女，十年前被人掳走，他们用邪术改造我，逼我饮人血维生，只为让我幻化别人的模样……后来，糜竺从黑市买下并收留我，用我扮演他的“妹妹”糜贞！,私はもともと山奥の孤児でしたが、十年前に誘拐され、邪術で体を改造され、人の血を飲んで生き延びることを強要されました…ただ他人の姿に変身させるためだけに。その後、糜竺が闇市で私を買い取り、彼の「妹」糜貞として演じさせたのです！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
这些下人，都是我害的！我不愿杀人，可若不饮血，我便会枯萎而死，痛苦不堪……况且……他们的血，滋味真不错！嘿嘿嘿,这些下人，都是我害的！我不愿杀人，可若不饮血，我便会枯萎而死，痛苦不堪……况且……他们的血，滋味真不错！嘿嘿嘿,この下僕たち、皆私のせいだ！私は人を殺したくないが、血を飲まなければ枯れ死んで、苦しみに悶える……それに……彼らの血、実に美味かった！ふふふ……,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
糜竺为何如此对你？既已收留你，也把你也认作了妹妹，相伴多年，他为何不寻法医治你，反而让你受此折磨？,糜竺为何如此对你？既已收留你，也把你也认作了妹妹，相伴多年，他为何不寻法医治你，反而让你受此折磨？,糜竺はなぜあなたにこんな仕打ちをしたのか？ あなたを受け入れ、妹として認め、長年共に過ごしたのに、なぜ治療法を探さず、このような苦しみを味わわせたのか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
医治我？糜竺只是需要一个“妹妹”来联姻，讨好徐州的主人……他买下我时，我已被改造，他不过是各取所需——我需要人血苟活，他需要一个傀儡！若联姻对象不佳，我便替“糜贞”去承受一切，反正我已经是个活不长的人……,医治我？糜竺只是需要一个“妹妹”来联姻，讨好徐州的主人……他买下我时，我已被改造，他不过是各取所需——我需要人血苟活，他需要一个傀儡！若联姻对象不佳，我便替“糜贞”去承受一切，反正我已经是个活不长的人……,私を治療？糜竺はただ「妹」が必要だっただけ。徐州の主に取り入るための政略結婚に…。彼が私を買った時、私はすでに改造されていた。彼も私も互いの目的のためだけに――私は生き延びるために人の血を必要とし、彼は操り人形を必要とした！もし政略結婚の相手が悪ければ、この「糜貞」の代わりに私がすべてを引き受ける。どうせ私は長くは生きられないのだから…,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
确实，你身世悲惨，我同情你。但你嗜血成性，滥杀无辜，法不能饶！若你能悔改，随我回去认罪，我可将你关押，寻法医治你。,确实，你身世悲惨，我同情你。但你嗜血成性，滥杀无辜，法不能饶！若你能悔改，随我回去认罪，我可将你关押，寻法医治你。,確かに、お前の境遇は悲惨で同情する。だが、お前は血に飢え、無辜の者を殺し続けた。法はお前を許さぬ！もし改心し、私と共に帰って罪を認めるなら、お前を収監し、法に従って治療を受けさせることもできよう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
医治我？来不及了..悔意？你让我怎么悔？我有什么错！是他们逼我的！是他们让我变成这样的！既然你如此仁义，那就去死吧！我得吸你的血活下来！,医治我？来不及了..悔意？你让我怎么悔？我有什么错！是他们逼我的！是他们让我变成这样的！既然你如此仁义，那就去死吧！我得吸你的血活下来！,私を救う？もう遅い…後悔？どうやって後悔しろというんだ！私に何の罪がある！あいつらが私をこうさせたんだ！お前がそんなに仁義を重んじるなら、死ね！お前の血を吸って生き延びるぞ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
谢……将军……让我能够解脱,谢……将军……让我能够解脱,謝……将軍……私を解放してくれて……,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
（她化作一团血雾，最终凝成一个巴掌大的傀儡娃娃，娃娃面容酷似血姬，带着病娇的诡笑。娃娃随既被刘备拾起）,（她化作一团血雾，最终凝成一个巴掌大的傀儡娃娃，娃娃面容酷似血姬，带着病娇的诡笑。娃娃随既被刘备拾起）,（彼女は血の霧と化し、最終的に手のひらサイズの人形へと凝縮された。その人形の顔は血姫にそっくりで、病的な笑みを浮かべていた。人形はすぐに劉備に拾われた）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
将军，陪你的糜贞……到底是不是我？嘻嘻……你猜呀……我会化作傀儡永远陪着你……永远……,将军，陪你的糜贞……到底是不是我？嘻嘻……你猜呀……我会化作傀儡永远陪着你……永远……,将軍、あなたの糜貞と一緒にいるのは……本当に私なのかしら？ふふ……当ててみて……私は傀儡となって永遠にあなたと一緒にいるわ……ずっと……,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
"说罢，一切天旋地转，刘备昏了过去...待刘备醒来，一切似乎没有发生过，糜家的府邸已经消失不见,但他手中多出了个娃娃","说罢，一切天旋地转，刘备昏了过去...待刘备醒来，一切似乎没有发生过，糜家的府邸已经消失不见,但他手中多出了个娃娃",「そう言うと、すべてがぐるぐると回り、劉備は気を失った…劉備が目を覚ますと、何も起こっていないかのようで、糜家の府邸は跡形もなく消えていた。しかし、彼の手には人形が握られていた」,「そう言うと、すべてがぐるぐると回り、劉備は気を失った…劉備が目を覚ますと、何も起こっていないかのようで、糜家の府邸は跡形もなく消えていた。しかし、彼の手には人形が握られていた」,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
(究竟为何，我得从糜竺哪里得知真相！),(究竟为何，我得从糜竺哪里得知真相！),(いったいなぜ、糜竺から真相を聞かなければならないのか！),【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我赢了……可我还是输了……将军你永远不会知道……陪你的糜贞，到底是不是我……嘻嘻……,我赢了……可我还是输了……将军你永远不会知道……陪你的糜贞，到底是不是我……嘻嘻……,勝った……でも負けた……将軍、あなたは永遠に知らないでしょう……あなたと一緒にいた糜貞が本当に私だったのかどうか……ふふ……,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
（她挥出致命一击，刘备眼前一黑，昏迷倒地。）,（她挥出致命一击，刘备眼前一黑，昏迷倒地。）,（彼女は致命の一撃を放ち、劉備の目の前が真っ暗になり、気を失って倒れた。）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
（刘备醒来时，已在郊外林间，豪宅踪迹全无，血姬消失无踪。）,（刘备醒来时，已在郊外林间，豪宅踪迹全无，血姬消失无踪。）,（劉備が目を覚ますと、すでに郊外の林の中におり、豪邸の跡形もなく、血姫も消え失せていた。）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
(究竟为何，我得从糜竺哪里得知真相！),(究竟为何，我得从糜竺哪里得知真相！),(いったいなぜ、糜竺から真相を聞かなければならないのか！),【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备根据陈登提供的线索，独自前往徐州城外乱葬岗。夜色深沉，墓地雾气弥漫，空气中弥漫着腐臭与血腥的气息，远处传来低沉的呜咽声，似鬼哭狼嚎。地上散落着破碎的墓碑，陶谦的墓碑赫然在列，但墓穴已被挖开，棺椁空空如也。突然，一股阴风袭来，刘备感到一阵晕眩，眼前一黑，昏迷过去。,刘备根据陈登提供的线索，独自前往徐州城外乱葬岗。夜色深沉，墓地雾气弥漫，空气中弥漫着腐臭与血腥的气息，远处传来低沉的呜咽声，似鬼哭狼嚎。地上散落着破碎的墓碑，陶谦的墓碑赫然在列，但墓穴已被挖开，棺椁空空如也。突然，一股阴风袭来，刘备感到一阵晕眩，眼前一黑，昏迷过去。,劉備は陳登から得た手がかりを頼りに、一人で徐州城外の乱葬が丘へ向かった。夜は深く、墓地には霧が立ち込め、腐敗と血の臭いが漂っていた。遠くからは低くうめくような声が聞こえ、まるで鬼の泣き声のようだった。地面には砕けた墓石が散らばり、陶謙の墓石もその中にあったが、墓穴は掘り返され、棺は空っぽだった。突然、冷たい風が吹きつけ、劉備はめまいを感じ、目の前が真っ暗になり、気を失った。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备昏迷后，似乎进入一片诡异的幻境。周围是无尽的黑暗，远处浮现一道身影——陶谦，昔日徐州之主。,刘备昏迷后，似乎进入一片诡异的幻境。周围是无尽的黑暗，远处浮现一道身影——陶谦，昔日徐州之主。,劉備が昏睡した後、奇妙な幻覚の世界に入り込んだようだ。周りは果てしない闇で、遠くに陶謙の姿が浮かび上がる——かつて徐州を治めた人物である。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备……你夺我徐州，害我儿无立足之地！今日，我要你偿命！,刘备……你夺我徐州，害我儿无立足之地！今日，我要你偿命！,劉備……お前は我が徐州を奪い、我が子の居場所を奪った！今日こそ、命を償わせる！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我已是入土之人，金钱对我无用！拿出你的真本事吧，证明你堪当徐州之主，否则……魂归此地，永不超生！,我已是入土之人，金钱对我无用！拿出你的真本事吧，证明你堪当徐州之主，否则……魂归此地，永不超生！,我はすでに土に還りし者、銭など無用だ！真の実力を見せよ、徐州の主たるに相応しいことを証明せよ。さもなくば……この地に魂を留め、永遠に転生できぬぞ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我儿无能，但徐州怎可落入你手！刘备，受死！,我儿无能，但徐州怎可落入你手！刘备，受死！,我が子は無能だが、徐州を貴様の手に渡すわけにはいかん！劉備、死ね！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
陶谦，备敬你昔日仁德，然你既为祸，备必除你，以护徐州！,陶谦，备敬你昔日仁德，然你既为祸，备必除你，以护徐州！,陶謙、備はかつての汝の仁徳を敬う。しかし汝が禍となった今、備は徐州を守るため、必ず汝を討つ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
