repair,reason
"You obtained a secret piece of intelligence from a wealthy merchant in Xuzhou. Liu Bei has just taken control of Xuzhou, but grain shortages and public discontent remain unresolved. Meanwhile, Chen Deng and Mi Zhu are locked in fierce opposition. Last night, after a heated argument, each returned to their private residences—yet something seemed amiss. Street informants overheard their whispered words, chilling to the bone...",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"You purchased a secret rumor from a merchant in Xuzhou at great cost. It was the year 196—Liu Bei had just taken control of Xuzhou, while Yuan Shu's forces pressed at the city gates, stirring unrest within. The night before, Chen Deng sat alone in the council hall, lost in thought under dim lamplight, while Mi Zhu paced the courtyard of his estate, murmuring under the moonlight. Street informants caught whispers of their ambitions—schemes and hidden aspirations that left one sighing in quiet astonishment...",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
Labor: Idle Labor (can be converted into soldiers),术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
Popular Support: Current level of Public Support (game over if <=0),轻微润色；原译评分8/10；英文玩家感受：基本自然，只会感到少量格式或用词不统一。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Labor-%d,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
Popular Support-%d,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Hint: Successfully passed the {factions}'s requested law!\n({factions} Favor increased by {point} points)\n(Faction wavering members decreased),术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Your current Labor is less than {{GameManager.getMinxinCost1()}},术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Your current Public Support is below {{GameManager.getMinxinCost3()}}.,轻微润色；原译评分8/10；英文玩家感受：基本自然，只会感到少量格式或用词不统一。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Funds Raised: {currence}/{target},标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"A precious tome that gathers the essence of various schools of thought, blending the wisdom of Confucianism, Daoism, and Legalism. Studying it reduces the difficulty of debates with scholars and improves academic exchange efficiency, allowing you to remain composed in intellectual discussions.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"A meticulously prepared gift box containing rare treasures and exquisite items. When gifted, it increases the target faction's favor by 15 points, making it ideal for political gifts and strengthening faction relations.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Purchase ""Market Rumors"" to instantly learn about the 194 Xuzhou rumors of the Danyang Faction, Literati Faction, or Great Clan Faction overheard by the item merchant, as well as secret gossip about your officials. Automatically unlocks related plot clues. The next day, the merchant will bring ""Market Rumors: Continued"" and ""Market Rumors: Finale,"" revealing deeper faction dynamics.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Purchase ""Market Rumors - Continued"" to immediately learn about the rumors overheard by the item merchant regarding the Danyang Faction, Literati Faction, or Powerful Clan Faction in Xuzhou in 194 AD, as well as secret gossip about your subordinate officials. Automatically unlocks related plot clues. The next day, the merchant will bring ""Market Rumors - Finale,"" revealing deeper faction dynamics.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Purchase ""Market Rumors"" to instantly learn about the 194 Xuzhou rumors of the Danyang Faction, Literati Faction, or Great Clan Faction overheard by the item merchant, as well as secret gossip about your officials. Automatically unlocks related plot clues. The next day, the merchant will bring ""Market Rumors: Continued"" and ""Market Rumors: Finale,"" revealing deeper faction dynamics.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"A legendary blade forged exclusively for Guan Yu, symbolizing valor and loyalty. Wielding it increases Guan Yu's military victory rate by an additional 8%, making him invincible on the battlefield.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"A uniquely crafted curved spear specially made for Zhang Fei, symbolizing unparalleled bravery. Increases Zhang Fei's military victory rate by 6%, making him awe-inspiring on the battlefield.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"A spear specially crafted for the unnamed, symbolizing sheer valor. Wielding it increases military victory rate by an additional 10%, allowing the wielder to maneuver freely on the battlefield.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"When equipped with the ""Mirror of Insight,"" hovering over a policy will display its specific effects and potential impacts, preventing deception by officials' vague rhetoric; hovering over action options will reveal their stamina costs, aiding the ruler in more precise governance planning.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"The ""Annotations on the Book of Rites"" is a commentary compiled by Zheng Xuan after his profound interpretation of the ""Book of Rites."" It provides detailed explanations of important details in Confucian rituals, increasing communication effectiveness with other factions by 50%.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Will give merchants more directive objectives, using administrative orders to compel commerce to assist in resolving food issues. Military favor increases, but commerce becomes unstable. Receive a variable amount of money.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Maintain the status quo and let the troops continue to solve their own food supply issues. Favor with the Danyang faction slightly decreases, but maintaining the current policy may yield some benefits due to policy inertia.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Chen Deng proposed forming a covert investigation team led by literati leaders to precisely identify spies within Xuzhou. The investigation would focus on administrative and military personnel, using the literati clans' intelligence network to discreetly gather clues while avoiding overt actions that might alert the spies. Meanwhile, to ensure the safety of grain transport, non-essential shipments would be temporarily suspended, with key supplies concentrated for escort to Xuzhou's core strongholds under reinforced protection by local militias controlled by the literati clans. Grain distribution would prioritize literati families and the military, followed by merchant caravans and civilian households, to stabilize core support forces.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Chen Deng proposed that Liu Bei personally oversee the formation of a joint investigation team consisting of Mi Zhu and representatives from the literati clans to root out spies. The investigation would cover administration, merchant caravans, and military affairs, cross-referencing caravan transaction records with intelligence from the literati clans to ensure thoroughness without excessive disruption. To safeguard grain transport, a diversion strategy was adopted: main supplies would be escorted by regular troops to key strongholds, while secondary supplies would be distributed via merchant caravans to minimize overall risk. In terms of allocation, priority went to the military, followed by the literati clans and merchant caravans, with civilian households last, ensuring a balance of interests.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Chen Deng proposed taking firm measures, with Mi Zhu overseeing the operation. They would conduct thorough public inspections of all administrative, military, and merchant personnel in Xuzhou, establish a whistleblowing system, and severely punish suspected spies to deter Yuan Shu's forces. To address the urgent need for provisions, all resources would be concentrated to expedite grain transport, with the entire military mobilized to escort supplies and swiftly replenish Xuzhou's strongholds. Provisions would be distributed equally among the army, literati clans, merchants, and common households to demonstrate fairness.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Liu Bei was haunted by an ominous dream at night—in it, Tao Qian had passed away, and dark clouds loomed over Xuzhou, filling him with dread. Upon waking, he busied himself with the affairs of Xiaopei, trying to dismiss the strange vision. Unexpectedly, urgent messengers from Xuzhou arrived, bearing grim news: Tao Qian had indeed died! Mi Zhu and Chen Deng came together, offering Liu Bei the lordship of Xuzhou. Thus, Liu Bei accepted the mantle of Governor of Xuzhou and led his followers to Xiapi. A new chapter of history began to unfold.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Pleased: {happy} (Greatly increases support when satisfied)\nApproval: {accept} (Slightly increases support when satisfied)\nDoubt: {doubt} (Does not decrease support when satisfied)\nDisappointed: {sad} (Decreases favor when unsatisfied),句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Favor the literati clans for support, but risk exploiting peasants.",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Support merchants to stabilize trade. Control routes to manage prices, but prevent greed from sparking unrest.",标点格式/术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My Lord, rashly suppressing a faction that holds favorable relations with us may lead to adverse consequences. At best, it could sow discord among our ranks; at worst, it may damage our reputation and provoke a united backlash from other factions. I advise careful consideration—first consolidate relations through diplomatic means before making a final decision, lest we lose more than we gain.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My lord, suppression may eliminate the immediate threat of unrest, but it risks sowing endless future troubles. I suggest first winning their hearts with benevolence to prevent calamity.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
Suppressing {{getFactionByIndex().getTr()}} requires {{ForValueGet}} Labor and {{ForValueCost}} coins. Are you sure you want to use force?,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Conquest Count: {currence}/{target},标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
The merchant currently has no need to buy your goods. Please try again another day!,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Auto-save feature is now enabled. The game will automatically save progress at key story moments. If all save slots are full, the earliest save will be overwritten. To disable this feature, press Esc and adjust in Settings.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Gift successfully given. {{getFactionByIndex().getTr()}} Favor increased by {{(15+GameManager.extraValue)}},术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Success, {{getFactionByIndex().getTr()}} cowers in fear of you and temporarily submits. However, violent suppression has caused lasting resentment within this faction, with Favor decreasing every second—this may plant seeds of future trouble. We recommend resolving grievances through conciliatory strategies. Upon meeting certain conditions, you may lift their discontent and restore faction relations.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"The funds have been successfully delivered! {{getFactionByIndex().getTr()}} has gained {{20+GameManager.sav.randomIndex}} new recruits thanks to your generous support, bringing their total forces to {{getFactionByIndex()._num_all}}. Your contribution has strengthened {{getFactionByIndex().getTr()}} like adding wings to a tiger!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Outside Xuzhou City stands the ancient Yellow Emperor's Relic, where a colossal stone dragon statue towers majestically—a divine artifact said to have been forged by the Yellow Emperor himself, concealing unparalleled treasures. Recently, tomb raiders have grown covetous, attempting to plunder the ruins and steal the sacred relic. Whispers spread that even the city's military has secretly intervened under the guise of ""restoring the monument,"" masking their true intent—to silence witnesses and claim false glory. To explore the Yellow Emperor's Relic, one must act with righteousness, subduing the soldiers by force to unveil the hidden truth.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"A wealthy young lady in the city roams at midnight, breathtakingly beautiful yet rumored to crave blood and devour men. A folk rhyme whispers: ""Red hair dances under moonlight, never turn when she invites."" It's said none who accepted her banquet invitations ever returned—vanished without a trace. Behind this eerie tale may lurk noble conspiracies or supernatural horrors. To uncover the truth, one might have no choice but to attend the feast.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
